Date,Open,High,Low,Close,Adj Close,Volume
2019-04-08,2620.0,2620.0,2510.0,2530.0,2471.831299,7210800.0
2019-04-09,2530.0,2570.0,2520.0,2550.0,2491.371582,6235800.0
2019-04-10,2550.0,2610.0,2510.0,2580.0,2520.681885,5073500.0
2019-04-11,2610.0,2730.0,2550.0,2670.0,2608.612549,12387200.0
2019-04-12,2710.0,2890.0,2710.0,2810.0,2745.393799,25336100.0
2019-04-15,2820.0,2840.0,2750.0,2770.0,2706.313477,10623500.0
2019-04-16,2770.0,2800.0,2690.0,2760.0,2696.543213,19715400.0
2019-04-17,2760.0,2760.0,2760.0,2760.0,2696.543213,0.0
2019-04-18,2820.0,2880.0,2790.0,2850.0,2784.473877,33758200.0
2019-04-19,2850.0,2850.0,2850.0,2850.0,2784.473877,0.0
2019-04-22,2850.0,2880.0,2720.0,2800.0,2735.623779,34552200.0
2019-04-23,2770.0,2960.0,2770.0,2930.0,2862.634766,28490600.0
2019-04-24,2970.0,2980.0,2870.0,2870.0,2804.014404,11371700.0
2019-04-25,2870.0,2930.0,2830.0,2860.0,2794.244141,6940600.0
2019-04-26,2830.0,2910.0,2820.0,2870.0,2804.014404,7321000.0
2019-04-29,2870.0,2950.0,2870.0,2900.0,2833.324463,12936000.0
2019-04-30,2900.0,2930.0,2870.0,2920.0,2852.864502,9537500.0
2019-05-01,2920.0,2920.0,2920.0,2920.0,2852.864502,0.0
2019-05-02,2920.0,2920.0,2760.0,2780.0,2716.083252,11696900.0
2019-05-03,2800.0,2810.0,2640.0,2780.0,2716.083252,14894300.0
2019-05-06,2800.0,2880.0,2700.0,2850.0,2784.473877,21344400.0
2019-05-07,2900.0,3070.0,2900.0,2980.0,2911.485107,43528900.0
2019-05-08,2970.0,3040.0,2940.0,2960.0,2891.945068,12287700.0
2019-05-09,2950.0,3020.0,2930.0,2960.0,2891.945068,11767700.0
2019-05-10,2970.0,3000.0,2840.0,2930.0,2862.634766,15030400.0
2019-05-13,2940.0,2950.0,2720.0,2760.0,2696.543213,14260300.0
2019-05-14,2720.0,2810.0,2690.0,2770.0,2706.313477,15250000.0
2019-05-15,2780.0,2810.0,2530.0,2650.0,2589.072266,14982700.0
2019-05-16,2650.0,2670.0,2550.0,2560.0,2501.141602,6731200.0
2019-05-17,2560.0,2600.0,2420.0,2540.0,2481.6015629999997,7490000.0
2019-05-20,2520.0,2730.0,2450.0,2650.0,2589.072266,9392800.0
2019-05-21,2650.0,2720.0,2620.0,2670.0,2608.612549,5280300.0
2019-05-22,2670.0,2680.0,2580.0,2640.0,2579.302246,2000400.0
2019-05-23,2680.0,2790.0,2610.0,2740.0,2677.003174,10154800.0
2019-05-24,2760.0,2850.0,2740.0,2790.0,2725.853516,7215000.0
2019-05-27,2830.0,2880.0,2810.0,2810.0,2745.393799,9575700.0
2019-05-28,2850.0,2860.0,2740.0,2790.0,2725.853516,4355000.0
2019-05-29,2790.0,2920.0,2790.0,2900.0,2833.324463,9654100.0
2019-05-30,2900.0,2900.0,2900.0,2900.0,2833.324463,0.0
2019-05-31,2900.0,2980.0,2790.0,2860.0,2794.244141,20433200.0
2019-06-03,2860.0,2860.0,2860.0,2860.0,2794.244141,0.0
2019-06-04,2860.0,2860.0,2860.0,2860.0,2794.244141,0.0
2019-06-05,2860.0,2860.0,2860.0,2860.0,2794.244141,0.0
2019-06-06,2860.0,2860.0,2860.0,2860.0,2794.244141,0.0
2019-06-07,2860.0,2860.0,2860.0,2860.0,2794.244141,0.0
2019-06-10,2950.0,3020.0,2910.0,2940.0,2872.405029,14450100.0
2019-06-11,2980.0,3000.0,2920.0,2940.0,2872.405029,5801400.0
2019-06-12,2980.0,2980.0,2860.0,2900.0,2833.324463,6123100.0
2019-06-13,2850.0,2870.0,2810.0,2860.0,2794.244141,8567800.0
2019-06-14,2860.0,2930.0,2840.0,2860.0,2794.244141,5537200.0
2019-06-17,2900.0,2900.0,2820.0,2850.0,2784.473877,2026100.0
2019-06-18,2850.0,2930.0,2850.0,2910.0,2843.094482,6053800.0
2019-06-19,,,,,,
2019-06-20,3050.0,3050.0,2980.0,2990.0,2921.255127,10083200.0
2019-06-21,3000.0,3040.0,2850.0,2900.0,2833.324463,8630700.0
2019-06-24,2910.0,2950.0,2830.0,2860.0,2794.244141,2968700.0
2019-06-25,2830.0,2900.0,2830.0,2860.0,2794.244141,4768200.0
2019-06-26,2870.0,2930.0,2870.0,2920.0,2852.864502,4080800.0
2019-06-27,2930.0,2950.0,2890.0,2920.0,2852.864502,4830300.0
2019-06-28,2950.0,3010.0,2910.0,2980.0,2911.485107,16338700.0
2019-07-01,3000.0,3040.0,2950.0,2990.0,2921.255127,7193000.0
2019-07-02,3000.0,3010.0,2960.0,2960.0,2891.945068,4694000.0
2019-07-03,2960.0,2990.0,2850.0,2860.0,2794.244141,7888800.0
2019-07-04,2870.0,2900.0,2820.0,2850.0,2784.473877,7483000.0
2019-07-05,2850.0,2920.0,2810.0,2900.0,2833.324463,8873400.0
2019-07-08,2920.0,2930.0,2850.0,2860.0,2794.244141,3213600.0
2019-07-09,2890.0,2940.0,2870.0,2930.0,2862.634766,2796200.0
2019-07-10,2950.0,2950.0,2870.0,2890.0,2823.554443,4467600.0
2019-07-11,2940.0,2940.0,2870.0,2900.0,2833.324463,4126000.0
2019-07-12,2920.0,2920.0,2850.0,2860.0,2794.244141,5579900.0
2019-07-15,2870.0,2940.0,2860.0,2930.0,2862.634766,7362100.0
2019-07-16,2930.0,2970.0,2910.0,2940.0,2872.405029,7216200.0
2019-07-17,2940.0,3020.0,2910.0,2980.0,2911.485107,9777300.0
2019-07-18,2980.0,3170.0,2970.0,3110.0,3038.496094,21650300.0
2019-07-19,3130.0,3150.0,3080.0,3110.0,3038.496094,10942200.0
2019-07-22,3110.0,3140.0,3080.0,3100.0,3028.726318,8278100.0
2019-07-23,3100.0,3220.0,3090.0,3160.0,3087.34668,17721600.0
2019-07-24,3160.0,3200.0,3120.0,3120.0,3048.266357,7569800.0
2019-07-25,3120.0,3290.0,3010.0,3250.0,3175.277344,27474800.0
2019-07-26,3280.0,3300.0,3120.0,3170.0,3097.1166989999997,14060600.0
2019-07-29,3180.0,3340.0,3170.0,3270.0,3194.8173829999996,9457500.0
2019-07-30,3290.0,3420.0,3220.0,3300.0,3224.127686,47197900.0
2019-07-31,3360.0,3360.0,3220.0,3230.0,3155.737305,14222200.0
2019-08-01,3230.0,3360.0,3180.0,3280.0,3204.587646,17978100.0
2019-08-02,3280.0,3280.0,3230.0,3260.0,3185.047607,10374400.0
2019-08-05,3220.0,3380.0,3050.0,3130.0,3058.036377,19561200.0
2019-08-06,3090.0,3240.0,3080.0,3140.0,3067.806396,17576600.0
2019-08-07,3170.0,3310.0,3170.0,3300.0,3224.127686,11495800.0
2019-08-08,3320.0,3350.0,3280.0,3350.0,3272.978271,17136900.0
2019-08-09,3390.0,3410.0,3260.0,3310.0,3233.8979489999997,6504300.0
2019-08-12,3310.0,3400.0,3270.0,3360.0,3282.748535,8831500.0
2019-08-13,3360.0,3450.0,3300.0,3340.0,3263.2080079999996,13759200.0
2019-08-14,3400.0,3400.0,3300.0,3360.0,3282.748535,8527800.0
2019-08-15,3360.0,3360.0,3280.0,3320.0,3243.667969,11339100.0
2019-08-16,3300.0,3310.0,3180.0,3250.0,3175.277344,13561000.0
2019-08-19,3250.0,3280.0,3210.0,3250.0,3175.277344,12462100.0
2019-08-20,3250.0,3310.0,3230.0,3250.0,3175.277344,10764600.0
2019-08-21,3250.0,3270.0,3210.0,3270.0,3194.8173829999996,12651500.0
2019-08-22,3290.0,3370.0,3280.0,3350.0,3272.978271,14523300.0
2019-08-23,3380.0,3380.0,3250.0,3330.0,3253.438232,6255300.0
2019-08-26,3300.0,3340.0,3210.0,3320.0,3243.667969,7539300.0
2019-08-27,3280.0,3400.0,3270.0,3380.0,3302.2885739999997,11016600.0
2019-08-28,3380.0,3400.0,3290.0,3330.0,3253.438232,7011500.0
2019-08-29,3300.0,3400.0,3300.0,3390.0,3312.058594,7206800.0
2019-08-30,3400.0,3540.0,3390.0,3480.0,3399.9895020000004,16924800.0
2019-09-02,3500.0,3650.0,3480.0,3620.0,3536.7707520000004,18483100.0
2019-09-03,3620.0,3660.0,3480.0,3500.0,3419.5295409999994,8704600.0
2019-09-04,3500.0,3550.0,3460.0,3500.0,3419.5295409999994,13015700.0
2019-09-05,3530.0,3560.0,3480.0,3520.0,3439.069824,8878100.0
2019-09-06,3570.0,3590.0,3150.0,3270.0,3194.8173829999996,50259300.0
2019-09-09,3270.0,3390.0,3220.0,3280.0,3204.587646,28767900.0
2019-09-10,3390.0,3600.0,3260.0,3280.0,3204.587646,30773800.0
2019-09-11,3280.0,3310.0,3230.0,3270.0,3194.8173829999996,14896900.0
2019-09-12,3290.0,3410.0,3280.0,3350.0,3272.978271,25527900.0
2019-09-13,3360.0,3460.0,3360.0,3450.0,3370.679199,16207500.0
2019-09-16,3450.0,3450.0,3310.0,3380.0,3302.2885739999997,8829600.0
2019-09-17,3410.0,3480.0,3410.0,3440.0,3360.908936,15618500.0
2019-09-18,3470.0,3550.0,3460.0,3500.0,3419.5295409999994,15169200.0
2019-09-19,3490.0,3550.0,3450.0,3470.0,3390.219238,6187000.0
2019-09-20,3480.0,3520.0,3370.0,3410.0,3331.5986329999996,9784500.0
2019-09-23,3430.0,3470.0,3340.0,3390.0,3312.058594,6534300.0
2019-09-24,3420.0,3430.0,3260.0,3290.0,3214.35791,7695900.0
2019-09-25,3290.0,3330.0,3220.0,3300.0,3224.127686,6192200.0
2019-09-26,3300.0,3510.0,3290.0,3500.0,3419.5295409999994,14984500.0
2019-09-27,3490.0,3550.0,3440.0,3500.0,3419.5295409999994,14775500.0
2019-09-30,3460.0,3460.0,3380.0,3440.0,3360.908936,8336900.0
2019-10-01,3440.0,3470.0,3390.0,3450.0,3370.679199,6286600.0
2019-10-02,3410.0,3490.0,3410.0,3450.0,3370.679199,8620400.0
2019-10-03,3410.0,3420.0,3260.0,3380.0,3302.2885739999997,10902400.0
2019-10-04,3390.0,3440.0,3320.0,3350.0,3272.978271,8835800.0
2019-10-07,3360.0,3380.0,3270.0,3350.0,3272.978271,7013200.0
2019-10-08,3310.0,3450.0,3310.0,3450.0,3370.679199,8264800.0
2019-10-09,3450.0,3540.0,3430.0,3440.0,3360.908936,9908300.0
2019-10-10,3470.0,3500.0,3440.0,3490.0,3409.759521,8978700.0
2019-10-11,3450.0,3520.0,3440.0,3490.0,3409.759521,8844000.0
2019-10-14,3530.0,3540.0,3450.0,3490.0,3409.759521,10066700.0
2019-10-15,3500.0,3550.0,3500.0,3530.0,3448.8396,12183000.0
2019-10-16,3550.0,3550.0,3400.0,3530.0,3448.8396,9894100.0
2019-10-17,3550.0,3550.0,3480.0,3530.0,3448.8396,7245900.0
2019-10-18,3540.0,3550.0,3480.0,3540.0,3458.609863,4672200.0
2019-10-21,3490.0,3510.0,3450.0,3500.0,3419.5295409999994,8987300.0
2019-10-22,3500.0,3540.0,3470.0,3520.0,3439.069824,7836700.0
2019-10-23,3510.0,3530.0,3470.0,3480.0,3399.9895020000004,11054400.0
2019-10-24,3470.0,3490.0,3440.0,3450.0,3370.679199,7440900.0
2019-10-25,3430.0,3520.0,3380.0,3390.0,3312.058594,11250900.0
2019-10-28,3430.0,3550.0,3430.0,3460.0,3380.4492189999996,12915400.0
2019-10-29,3490.0,3540.0,3480.0,3520.0,3439.069824,10084300.0
2019-10-30,3520.0,3560.0,3500.0,3550.0,3468.3801270000004,18887100.0
2019-10-31,3550.0,3550.0,3450.0,3550.0,3468.3801270000004,10474300.0
